"System Code","System Code"
Extensions,Extensiones
"For More Extensions visit our website - https://www.systemcode.com.br","Para más extensiones visite nuestro sitio web - https://www.systemcode.com.br"
"Technical Support","Soporte técnico"
"Open tickets for us here","Abrir tickets para nosotros aquí"
"Information & Communication","Información & Comunicación"
"More Extensions","Más Extensiones"
Support,Soporte
